2025-12-22 15:34:00.935 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[系統] 已存入 300 筆歷史數據
2025-12-23 09:25:46.299 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 8.47
2025-12-23 09:25:46.302 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 44.59
2025-12-23 09:25:46.304 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 38.41
2025-12-23 09:25:46.307 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 6.32
2025-12-23 09:25:46.309 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 40.20
2025-12-23 09:25:46.312 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 75.62
2025-12-23 09:25:46.314 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 88.26
2025-12-23 09:25:46.317 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 80.88
2025-12-23 09:25:46.319 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 37.32
2025-12-23 09:25:46.322 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 11.00
2025-12-23 09:25:46.324 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 73.92
2025-12-23 09:25:46.326 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 6.96
2025-12-23 09:25:46.329 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 95.65
2025-12-23 09:25:46.331 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 28.97
2025-12-23 09:25:46.333 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 83.99
2025-12-23 09:25:46.336 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 80.29
2025-12-23 09:25:47.345 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 AO 寫入指令加入隊列，目標值: 48.56
2025-12-23 09:25:47.349 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 1 寫入指令加入隊列，目標值: 55.31
2025-12-23 09:25:47.351 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 25.09
2025-12-23 09:25:47.354 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 50.86
2025-12-23 09:25:47.357 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 6.31
2025-12-23 09:25:47.359 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 71.72
2025-12-23 09:25:47.362 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 28.43
2025-12-23 09:25:47.364 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 73.92
2025-12-23 09:25:47.367 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 31.37
2025-12-23 09:25:47.370 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 53.30
2025-12-23 09:25:47.372 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 8.60
2025-12-23 09:25:47.374 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 11.49
2025-12-23 09:25:47.377 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 72.72
2025-12-23 09:25:47.380 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 58.79
2025-12-23 09:25:47.382 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 6.48
2025-12-23 09:25:47.385 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 97.17
2025-12-23 09:25:47.387 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 92.72
2025-12-23 09:25:47.390 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 2.41
2025-12-23 09:25:47.392 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 60.99
2025-12-23 09:25:47.395 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 4.00
2025-12-23 09:25:48.404 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 AO 寫入指令加入隊列，目標值: 50.09
2025-12-23 09:25:48.408 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 1 寫入指令加入隊列，目標值: 84.34
2025-12-23 09:25:48.412 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 42.51
2025-12-23 09:25:48.415 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 32.53
2025-12-23 09:25:48.418 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 68.56
2025-12-23 09:25:48.421 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 40.13
2025-12-23 09:25:48.424 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 64.59
2025-12-23 09:25:48.426 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 88.46
2025-12-23 09:25:48.429 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 10.28
2025-12-23 09:25:48.432 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 68.90
2025-12-23 09:25:48.434 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 16.55
2025-12-23 09:25:48.437 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 71.96
2025-12-23 09:25:48.439 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 23.53
2025-12-23 09:25:48.442 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 23.73
2025-12-23 09:25:48.445 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 56.46
2025-12-23 09:25:48.447 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 0.22
2025-12-23 09:25:48.450 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 12.45
2025-12-23 09:25:48.453 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 77.23
2025-12-23 09:25:48.455 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 0.39
2025-12-23 09:25:48.458 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 59.51
2025-12-23 09:25:49.466 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 AO 寫入指令加入隊列，目標值: 62.84
2025-12-23 09:25:49.470 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 1 寫入指令加入隊列，目標值: 29.05
2025-12-23 09:25:49.474 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 18.40
2025-12-23 09:25:49.477 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 80.86
2025-12-23 09:25:49.480 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 99.72
2025-12-23 09:25:49.483 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 58.47
2025-12-23 09:25:49.486 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 69.79
2025-12-23 09:25:49.489 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 59.84
2025-12-23 09:25:49.492 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 50.83
2025-12-23 09:25:49.495 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 49.11
2025-12-23 09:25:49.498 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 29.65
2025-12-23 09:25:49.501 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 38.00
2025-12-23 09:25:49.504 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 2.96
2025-12-23 09:25:49.507 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 59.51
2025-12-23 09:25:49.510 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 65.16
2025-12-23 09:25:49.513 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 54.38
2025-12-23 09:25:49.515 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 54.14
2025-12-23 09:25:49.518 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 74.83
2025-12-23 09:25:49.521 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 51.39
2025-12-23 09:25:49.523 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 26.90
2025-12-23 09:25:50.526 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 AO 寫入指令加入隊列，目標值: 50.57
2025-12-23 09:25:50.530 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 1 寫入指令加入隊列，目標值: 60.12
2025-12-23 09:25:50.533 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 39.02
2025-12-23 09:25:50.536 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 15.43
2025-12-23 09:25:50.539 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 77.36
2025-12-23 09:25:50.542 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 99.06
2025-12-23 09:25:50.545 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 69.10
2025-12-23 09:25:50.548 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 35.97
2025-12-23 09:25:50.551 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 83.86
2025-12-23 09:25:50.554 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 48.38
2025-12-23 09:25:50.556 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 91.06
2025-12-23 09:25:50.559 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 68.44
2025-12-23 09:25:50.562 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 90.60
2025-12-23 09:25:50.565 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 46.88
2025-12-23 09:25:50.568 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 98.37
2025-12-23 09:25:50.570 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 16.77
2025-12-23 09:25:50.573 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 46.00
2025-12-23 09:25:50.576 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 42.97
2025-12-23 09:25:50.579 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 36.62
2025-12-23 09:25:50.581 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 24.50
2025-12-23 09:25:51.587 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 AO 寫入指令加入隊列，目標值: 18.64
2025-12-23 09:25:51.591 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 1 寫入指令加入隊列，目標值: 11.67
2025-12-23 09:25:51.595 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 51.18
2025-12-23 09:25:51.598 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 98.37
2025-12-23 09:25:51.601 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 87.14
2025-12-23 09:25:51.604 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 82.11
2025-12-23 09:25:51.607 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 79.01
2025-12-23 09:25:51.609 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 51.51
2025-12-23 09:25:51.612 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 80.22
2025-12-23 09:25:51.615 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 39.80
2025-12-23 09:25:51.618 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 16.94
2025-12-23 09:25:51.621 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 29.18
2025-12-23 09:25:51.624 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 95.24
2025-12-23 09:25:51.627 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 3.83
2025-12-23 09:25:51.630 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 90.14
2025-12-23 09:25:51.633 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 44.02
2025-12-23 09:25:51.636 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 90.84
2025-12-23 09:25:51.639 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 66.03
2025-12-23 09:25:51.641 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 47.06
2025-12-23 09:25:51.644 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 89.93
2025-12-23 09:25:52.648 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 AO 寫入指令加入隊列，目標值: 31.89
2025-12-23 09:25:52.652 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 1 寫入指令加入隊列，目標值: 27.85
2025-12-23 09:25:52.655 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 41.26
2025-12-23 09:25:52.658 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 42.96
2025-12-23 09:25:52.661 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 76.05
2025-12-23 09:25:52.664 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 89.29
2025-12-23 09:25:52.666 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 51.79
2025-12-23 09:25:52.669 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 91.44
2025-12-23 09:25:52.672 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 39.84
2025-12-23 09:25:52.675 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 38.61
2025-12-23 09:25:52.678 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 63.36
2025-12-23 09:25:52.680 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 46.07
2025-12-23 09:25:52.683 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 0.05
2025-12-23 09:25:52.686 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 89.03
2025-12-23 09:25:52.689 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 13.11
2025-12-23 09:25:52.692 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 66.43
2025-12-23 09:25:52.694 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 63.96
2025-12-23 09:25:52.697 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 20.88
2025-12-23 09:25:52.700 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 38.98
2025-12-23 09:25:52.703 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 47.75
2025-12-23 09:25:53.707 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 AO 寫入指令加入隊列，目標值: 11.90
2025-12-23 09:25:53.711 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 1 寫入指令加入隊列，目標值: 10.53
2025-12-23 09:25:53.714 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 91.64
2025-12-23 09:25:53.717 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 2.36
2025-12-23 09:25:53.720 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 81.90
2025-12-23 09:25:53.723 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 45.47
2025-12-23 09:25:53.726 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 72.76
2025-12-23 09:25:53.729 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 66.11
2025-12-23 09:25:53.732 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 3.77
2025-12-23 09:25:53.735 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 76.96
2025-12-23 09:25:53.738 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 68.43
2025-12-23 09:25:53.741 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 15.99
2025-12-23 09:25:53.743 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 71.98
2025-12-23 09:25:53.746 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 49.73
2025-12-23 09:25:53.749 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 19.77
2025-12-23 09:25:53.751 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 48.50
2025-12-23 09:25:53.754 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 40.92
2025-12-23 09:25:53.757 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 99.11
2025-12-23 09:25:53.759 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 59.38
2025-12-23 09:25:53.762 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 97.67
2025-12-23 09:25:54.770 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 AO 寫入指令加入隊列，目標值: 66.48
2025-12-23 09:25:54.774 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 1 寫入指令加入隊列，目標值: 7.14
2025-12-23 09:25:54.778 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 54.47
2025-12-23 09:25:54.781 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 17.99
2025-12-23 09:25:54.785 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 54.49
2025-12-23 09:25:54.788 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 29.95
2025-12-23 09:25:54.791 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 66.21
2025-12-23 09:25:54.795 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 2.56
2025-12-23 09:25:54.798 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 58.25
2025-12-23 09:25:54.801 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 9.72
2025-12-23 09:25:54.804 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 13.65
2025-12-23 09:25:54.807 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 52.76
2025-12-23 09:25:54.809 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 1.08
2025-12-23 09:25:54.812 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 0.25
2025-12-23 09:25:54.815 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 57.00
2025-12-23 09:25:54.818 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 23.52
2025-12-23 09:25:54.821 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 65.99
2025-12-23 09:25:54.823 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 22.89
2025-12-23 09:25:54.826 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 85.44
2025-12-23 09:25:54.829 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 ?? 寫入指令加入隊列，目標值: 71.04
2025-12-23 09:25:55.834 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 AO 寫入指令加入隊列，目標值: 85.90
2025-12-23 09:25:55.838 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 1 寫入指令加入隊列，目標值: 19.12
2025-12-23 09:25:55.841 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 2 寫入指令加入隊列，目標值: 81.09
2025-12-23 09:25:55.844 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 4.50
2025-12-23 09:25:55.847 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 96.18
2025-12-23 09:25:55.849 | LV=Info | SRC=C# | CO= | DEV= | PT= | MSG=[測試] 已將 0 寫入指令加入隊列，目標值: 68.57
